ROUTEID,FROMMEASURE,TOMEASURE,FROMDATE,TODATE,EVENTID,AADT,AADT_YEAR,GIS_ID,OBJECTID,GLOBALID,CREATOR,CREATED,EDITOR,EDITED,SHAPELEN
11000102,3881.995351,4021.930004,2022/01/01 05:00:00+00,,{83266325-5C46-4D4E-9FF9-A1E7F5DA6CFF},3977,2022,TrafficVolumeLn_320467,320467,{4BAF684C-4EB0-4B84-95F7-693A7B66F2D6},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000102,4021.930004,4178.491614,2022/01/01 05:00:00+00,,{139042C4-0798-43D0-B4E3-7DF64C995A62},3977,2022,TrafficVolumeLn_320468,320468,{64362BE2-8815-4E49-B8F3-E59AB720B0B0},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000102,4178.491614,4303.994302,2022/01/01 05:00:00+00,,{CC673609-82A8-47B2-B7CA-8A7DE6CF357C},3977,2022,TrafficVolumeLn_320469,320469,{BF77B9BC-117C-41B8-B5A4-731F45E69F34},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000102,4303.995302,4432.276984,2022/01/01 05:00:00+00,,{6CA3AA15-9C4B-4EFF-9998-0DF77140DB42},3977,2022,TrafficVolumeLn_320470,320470,{C2FDA50F-4931-44D7-A9B0-016EDDB7D644},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000102,985.6355502,1110.864239,2022/01/01 05:00:00+00,,{813EEF0B-86C0-4FE2-8C7D-AC39E80C9A57},9272,2022,TrafficVolumeLn_320471,320471,{4877EAE1-BADD-41DA-AC9C-4CE12E423A1D},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000102,1110.864239,1243.774909,2022/01/01 05:00:00+00,,{57E1318C-E55C-47AB-ACB8-6311F71B7EAD},9272,2022,TrafficVolumeLn_320472,320472,{A771C1D7-F4CC-45EE-B9A7-071BDD2888B0},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000102,1243.774909,1378.755573,2022/01/01 05:00:00+00,,{30F556D9-D25A-4984-B362-5AF36D5D63B9},9272,2022,TrafficVolumeLn_320473,320473,{F8BAD7F4-1A45-4698-96E2-43D91880FD2D},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000102,1378.756573,1484.81131,2022/01/01 05:00:00+00,,{3BAC699B-6259-4BC7-9B26-C982FA364046},9272,2022,TrafficVolumeLn_320474,320474,{9F245759-6DE8-4280-BB71-6228EBE7C8B4},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000102,1484.81231,1591.088045,2022/01/01 05:00:00+00,,{8B779E1F-196E-48CA-A774-88E0C7B9899E},9272,2022,TrafficVolumeLn_320475,320475,{A3A35A1E-E7AB-4A9E-9E73-6572C889F30C},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000102,1591.089045,1660.343873,2022/01/01 05:00:00+00,,{71951EE3-A629-4748-A022-761E48B96E55},9272,2022,TrafficVolumeLn_320476,320476,{81FF60C0-36B2-4C38-9867-E42AC08EEC8A},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000102,1660.344873,1767.630607,2022/01/01 05:00:00+00,,{1DAE2DE1-F26A-4E79-9A94-3C26AAC03E10},9272,2022,TrafficVolumeLn_320477,320477,{C44D2064-8DD7-4047-BEAA-50A8D0C5666E},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000102,1767.630607,1809.835502,2022/01/01 05:00:00+00,,{F2CB1978-4EF8-4A7E-8D96-13F69CF398C5},9272,2022,TrafficVolumeLn_320478,320478,{9BEADC56-32CA-45F9-A3B7-58630402A540},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000102,1809.835502,1915.751238,2022/01/01 05:00:00+00,,{1D94C841-3B91-4B16-9C03-4A7A8095893B},9272,2022,TrafficVolumeLn_320479,320479,{AD4E5AA7-DC85-4DD6-BC4F-CB3C22A2F071},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000102,1915.752238,2034.581943,2022/01/01 05:00:00+00,,{BE08CC49-1231-40BA-ACE4-0FCF20BE0815},9272,2022,TrafficVolumeLn_320480,320480,{9C7AB8CE-C6BB-474F-B839-D921B787B459},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000102,2034.582943,2081.046828,2022/01/01 05:00:00+00,,{99A91904-D2C7-4A48-95B0-525772259410},9272,2022,TrafficVolumeLn_320481,320481,{B9481A36-07F5-4D46-B50D-B54474831512},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000102,2081.046828,2116.732739,2022/01/01 05:00:00+00,,{41BED46B-D364-4E5F-8F3B-5436C726D173},9272,2022,TrafficVolumeLn_320482,320482,{FBA68A63-98B0-4BDA-8C2B-F42A4E4799D1},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000102,2116.733739,2152.55665,2022/01/01 05:00:00+00,,{26BD0C03-D884-4EB1-98AF-0951CF6D1DEC},9272,2022,TrafficVolumeLn_320483,320483,{3A435D0F-6827-49D7-8BDD-2970FAC53D9A},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000102,2152.55665,2198.932535,2022/01/01 05:00:00+00,,{18D14338-1218-4561-8737-BFE50811765B},9272,2022,TrafficVolumeLn_320484,320484,{9E0951CF-7D2B-46E2-BFD5-DA82189141F0},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000102,2198.932535,2232.633451,2022/01/01 05:00:00+00,,{538D8C86-83AB-49EF-9EC2-3B26AB03E3C2},9272,2022,TrafficVolumeLn_320485,320485,{83A41035-8830-4D03-B12C-EF7A1CD06C77},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000102,2232.633451,2309.51326,2022/01/01 05:00:00+00,,{B30CCE2F-FDA5-4DDF-A15F-C4D9D70B95A3},9272,2022,TrafficVolumeLn_320486,320486,{1ACFA135-74F5-4691-8E1C-1DEDBA2157E3},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000102,2309.51426,2363.753125,2022/01/01 05:00:00+00,,{D9A1F989-0FC0-458A-91AF-60C7057DB2AF},9272,2022,TrafficVolumeLn_320487,320487,{91EA0E0E-AE72-4D2F-8BBC-CB687E82EE3A},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000102,2363.754125,2445.773921,2022/01/01 05:00:00+00,,{54C628E1-E3D0-4394-BBB0-82CED02B5F62},9272,2022,TrafficVolumeLn_320488,320488,{235A20D3-EE2D-4B43-85E5-9C1389F66FC0},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000102,2445.774921,2528.022717,2022/01/01 05:00:00+00,,{FDD2DE8A-CA15-4474-B5BA-E95A221C9044},9272,2022,TrafficVolumeLn_320489,320489,{1049C92D-1F19-4AA1-B3CB-15DDFA5E2F2E},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000102,2528.022717,2528.024717,2022/01/01 05:00:00+00,,{D366308F-A9C1-4090-B38B-84D0BC3A7C11},9272,2022,TrafficVolumeLn_320490,320490,{6C2296A2-64F0-4846-BAF3-D399D515C7D0},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000102,2528.024717,2610.334512,2022/01/01 05:00:00+00,,{BF113CE6-EDAE-4C77-AAF2-BDFC55AB1AE7},9272,2022,TrafficVolumeLn_320491,320491,{7C451CFD-A1A6-4C83-9C80-CDFF17BB782A},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000102,2610.334512,2610.336512,2022/01/01 05:00:00+00,,{F31B43F9-4C93-4C79-9386-DE09B4DD97ED},9272,2022,TrafficVolumeLn_320492,320492,{88A19E9B-C0FA-4D84-B69E-4AE5A31A799B},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000102,2610.336512,2688.204318,2022/01/01 05:00:00+00,,{0DC6B5D3-1C9F-43A9-8831-A34ABE024C27},9272,2022,TrafficVolumeLn_320493,320493,{11E22D50-2B3F-4528-8EA8-3A2A84602FDB},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000102,2688.205318,2710.127264,2022/01/01 05:00:00+00,,{C6C58D2F-95F2-423E-8DDC-5FADA35AAD7A},9272,2022,TrafficVolumeLn_320494,320494,{ECF1E3C9-13B1-4E68-8F1F-8DD3F3D09504},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000202,499.9397574,601.6005047,2023/02/13 05:00:00+00,,{16EF014D-3E34-4813-8A5E-522A2003838D},10814,2022,TrafficVolumeLn_320495,320495,{D8F7B910-73BC-4520-B75E-2B65247655E4},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000202,601.6015047,754.1401256,2023/02/13 05:00:00+00,,{6EC0BBE6-B220-429D-9536-A12E16ECF78C},10814,2022,TrafficVolumeLn_320496,320496,{20C6DC12-B90A-4F4D-A59A-B6A4F16C90A9},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000302,182.8925454,254.4793675,2023/08/30 04:00:00+00,,{E790105E-E4B8-48A7-A7C3-E8A580E5DC07},17425,2022,TrafficVolumeLn_320497,320497,{05378CB4-972D-4133-B74D-338884F765C3},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000302,254.4793675,420.6819544,2023/08/30 04:00:00+00,,{B375DA21-8F71-47BC-BC67-37A4B848357E},17425,2022,TrafficVolumeLn_320498,320498,{79B193B4-1F94-40C1-A802-5034AE4D4CF6},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000302,420.6819544,555.2476199,2023/08/30 04:00:00+00,,{93A6507C-CFA9-4F54-88A1-12E16F3DA832},17425,2022,TrafficVolumeLn_320499,320499,{7D023555-C59C-4F36-827D-14EAFBB3838E},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000302,555.2476199,703.3362519,2023/08/30 04:00:00+00,,{1A86CC99-3A22-43A8-94EF-F7B494D99D88},17425,2022,TrafficVolumeLn_320500,320500,{045D90BB-23DC-4BF4-A6C7-6454ECACDEB8},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000302,703.3372519,787.1410436,2023/08/30 04:00:00+00,,{05AFDE02-29BB-4668-9F7D-DEAA3029157C},17425,2022,TrafficVolumeLn_320501,320501,{A1C4C470-0BD3-4D1A-8A41-ECB4402195F4},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000302,787.1410436,837.8999174,2023/08/30 04:00:00+00,,{60FAD125-5997-4384-9754-1420914611DA},17425,2022,TrafficVolumeLn_320502,320502,{F41A5579-685C-4464-ADFE-93DDB65591F8},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000302,837.8999174,893.7087787,2023/08/30 04:00:00+00,,{317986DE-494E-4D6E-899E-1AB08EFA2E64},17425,2022,TrafficVolumeLn_320503,320503,{AA233DD4-B9DC-466A-93A1-C05F651B9C95},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000302,893.7087787,944.8596516,2023/08/30 04:00:00+00,,{D2FDCB3C-A61F-4E8F-8A12-4B19D81B380C},17425,2022,TrafficVolumeLn_320504,320504,{A3B4A997-9D23-47CE-875F-60162588401A},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000302,944.8606516,1008.268494,2023/08/30 04:00:00+00,,{63DDD2AA-2428-4AE2-8689-2527B7CBE0CC},17425,2022,TrafficVolumeLn_320505,320505,{76640806-C4B2-4991-AA9C-61CF22491E85},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000302,1008.268494,1049.546391,2023/08/30 04:00:00+00,,{AD0F6F06-A925-49AD-B6F1-228CE41D05AB},17425,2022,TrafficVolumeLn_320506,320506,{3E37B9A5-A93E-4870-8898-189BC8AE358A},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000302,1049.546391,1114.675229,2023/08/30 04:00:00+00,,{95AB638F-2BBD-4F0D-A883-2A5B47E6A821},17425,2022,TrafficVolumeLn_320507,320507,{D5C0597F-3F48-46C9-86DC-FC9D6BE0BA80},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000302,1114.676229,1165.132104,2023/08/30 04:00:00+00,,{028524E4-8B14-4117-9BC1-66A069B57D9E},2689,2022,TrafficVolumeLn_320508,320508,{6455AE10-42D7-420D-9CC4-2A91707CCC9A},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000302,1165.132104,1202.715011,2023/08/30 04:00:00+00,,{5F65C050-20FB-4E2D-BB44-B93F8AADBECC},2689,2022,TrafficVolumeLn_320509,320509,{72C07569-E736-47B8-B42D-8BA8455CE475},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000302,1202.715011,1240.724916,2023/08/30 04:00:00+00,,{832B057E-851A-4200-8F14-E8297D640A20},2689,2022,TrafficVolumeLn_320510,320510,{37DFCA8B-D0DD-469D-9047-BC99F7A340E6},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000302,1240.724916,1283.241811,2023/08/30 04:00:00+00,,{2D28D3B7-3E25-415A-9A87-9452DB286550},2689,2022,TrafficVolumeLn_320511,320511,{2A5C8A50-7B52-4593-A829-0966B5D8C430},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000302,1283.241811,1415.241482,2023/08/30 04:00:00+00,,{4B6ABDA1-F78C-4E63-9AA7-CC2524AF1E89},2689,2022,TrafficVolumeLn_320512,320512,{27559F42-9E2E-4FB1-84A6-AA24616566BF},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000302,4200.26656,4262.719405,2023/08/30 04:00:00+00,,{C2B1E267-684E-4429-A8FF-104F989044C4},1919,2022,TrafficVolumeLn_320513,320513,{1F99BD7F-51A1-4510-B414-AEC503133EE0},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000302,4262.720405,4303.068305,2023/08/30 04:00:00+00,,{562427FA-85C8-40C8-9E00-3399F95FB3B0},1919,2022,TrafficVolumeLn_320514,320514,{534758E2-E652-4F31-B469-6B164187A2F5},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000302,4303.068305,4341.02921,2023/08/30 04:00:00+00,,{2ED612B8-C436-4ECE-8FCD-46CFDFED7A8B},1919,2022,TrafficVolumeLn_320515,320515,{A2ABCE47-B1B0-4542-A003-5A89D3781583},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000302,4341.03021,4381.61911,2023/08/30 04:00:00+00,,{C0F503B2-4D1A-42C9-A22A-55713ED6366F},1919,2022,TrafficVolumeLn_320516,320516,{8C555686-7CFF-4C5C-9232-BC108FAAFCAF},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000302,4381.62011,4410.269038,2023/08/30 04:00:00+00,,{AB77A38D-19FC-49E1-8C12-9CDF43EC148E},1919,2022,TrafficVolumeLn_320517,320517,{20448EF6-8255-41FC-85EE-27E8E4E2AC01},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000302,4410.269038,4540.809714,2023/08/30 04:00:00+00,,{261FD286-BBB5-4A61-9D50-11F204D6D4BF},1919,2022,TrafficVolumeLn_320518,320518,{75AC5A70-260C-491F-A149-B52CA083DD1B},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000302,4540.809714,4668.340397,2023/08/30 04:00:00+00,,{3A69110E-12CB-422D-99CE-093B89922565},1919,2022,TrafficVolumeLn_320519,320519,{D82D3C86-8A01-4B51-A6A5-7AB5DA4D4957},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000302,4668.340397,4822.290014,2023/08/30 04:00:00+00,,{8075CFC9-14E3-4619-BDF8-5A1ACAE6AA41},1919,2022,TrafficVolumeLn_320520,320520,{F7C91305-5A61-4A11-8929-3978BFE8D34F},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000302,4822.290014,4940.919719,2023/08/30 04:00:00+00,,{325FE43A-F65B-4C57-B4F3-76F38CE02DD2},1919,2022,TrafficVolumeLn_320521,320521,{9A2ABA25-8193-48F2-B152-94BA63294B90},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000302,4940.920719,5072.019394,2023/08/30 04:00:00+00,,{84159CB7-7933-4680-8D97-29771E2BB35D},1919,2022,TrafficVolumeLn_320522,320522,{D9B8D5EC-0279-499C-A490-43CCF99065BC},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000302,5072.019394,5122.615268,2023/08/30 04:00:00+00,,{97AB0FB1-D86C-44DF-A74D-5741A0DAD9F6},1919,2022,TrafficVolumeLn_320523,320523,{0C9F3C7C-0E0B-48CA-AF0D-80DE1E9C8A1F},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
11000302,5122.615268,5202.880068,2023/08/30 04:00:00+00,,{2CFA191A-ADD9-4BB5-9455-E12D2DEB9605},1919,2022,TrafficVolumeLn_320524,320524,{9BB41D53-5FDF-42C4-8655-5103EB1D7D85},DCGIS,2024/04/26 06:31:38+00,DCGIS,2024/04/26 06:36:37+00,0
